task,comment,topic,cluster,cos_dist,eclu_dist,pred_topic
clinc,"so, does it take long to get to dodger stadium in anaheim",distance,133,0.24859345,0.7051149,traffic patterns
clinc,how many minutes will it take to get to the empire state building in manhattan,distance,133,0.2359736,0.6869842,traffic patterns
clinc,what's the mileage to get the the taj mahal in atlantic city,distance,133,0.24499261,0.6999897,direction inquiry
clinc,does it take long to get to yankee stadium in the bronx,distance,133,0.23752981,0.6892458,traffic patterns
clinc,how much time is left until we get there,distance,133,0.21797633,0.6602671,bus journey ETA
clinc,what's the time to destination going via bus to omaha,distance,133,0.2354604,0.68623674,bus journey ETA
clinc,how far from our destination are we,distance,133,0.20481038,0.6400162,direction inquiry
clinc,how many minutes am i from texaco,distance,133,0.23850274,0.69065595,traffic patterns
clinc,how long will i be on the bus if i rid it to seattle,distance,133,0.24533135,0.7004732,bus journey ETA
clinc,is it going to be much longer until i reach the bank,distance,133,0.2385385,0.69070756,traffic patterns
clinc,am i close to arriving at the post office,distance,133,0.22482336,0.6705572,direction inquiry
clinc,what's the estimated travel time to get to dc via bus,distance,133,0.2358715,0.6868357,bus journey ETA
clinc,when will i arrive at hy-vee,distance,133,0.23317742,0.6829021,bus journey ETA
clinc,how long does it take to get to el paso on a bus,distance,133,0.2427727,0.6968108,bus journey ETA
clinc,how long will it take me to get to walmart,distance,133,0.24627006,0.7018122,traffic patterns
clinc,what's the average time to boston when riding a bus,distance,133,0.23614788,0.6872378,bus journey ETA
clinc,when will the bus get me to vermont,distance,133,0.23376966,0.6837687,bus journey ETA
clinc,how long will i be on the bus to new orleans,distance,133,0.24424124,0.69891554,bus journey ETA
clinc,how long is a bus ride to staples,distance,133,0.24463046,0.699472,bus journey ETA
clinc,how long does it take to get downtown by bus,distance,133,0.25215608,0.7101494,bus journey ETA
clinc,what time will i get to the beach taking the bus,distance,133,0.22937036,0.67730415,bus journey ETA
clinc,how far am i from orlando,distance,133,0.23571414,0.68660635,direction inquiry
clinc,give me an eta on when i will arrive at my destination,distance,133,0.19715112,0.6279352,bus journey ETA
clinc,tell me how much longer i will have to drive to reach the destination,distance,133,0.22606647,0.67240846,traffic patterns
clinc,when will i get to orlando,distance,133,0.224477,0.67004037,bus journey ETA
clinc,how much farther is orlando from my location,distance,133,0.24293536,0.6970445,direction inquiry
clinc,do i have a ways to go or am i close to getting to penn station,distance,133,0.24735886,0.7033618,direction inquiry
clinc,please give me the approximate amount of time i will need to go from jfk international airport to penn station,distance,133,0.23702991,0.6885202,traffic patterns
clinc,can you tell me about what time i should be arriving at the airport,distance,133,0.21112907,0.6498142,traffic patterns
clinc,how do you refer to me,user name,130,0.19549978,0.6252998,identity inquiry
clinc,call my name,user name,35,0.2087856,0.64619774,personalized name request
clinc,what do i go by,user name,35,0.18230969,0.6038373,identity inquiry
clinc,say my name,user name,35,0.18581003,0.6096064,personalized name request
clinc,what do you think my name is,user name,35,0.21617103,0.65752727,personalized name request
clinc,what do you think i'm called,user name,35,0.21743625,0.6594486,identity inquiry
clinc,what do you have for my name,user name,35,0.2053442,0.64085,personalized name request
clinc,how do you address my name,user name,130,0.20389402,0.638583,personalized name request
clinc,what's your designation,user name,35,0.23087573,0.6795231,assistant capability inquiry
clinc,what do you call me,user name,130,0.20007455,0.6325734,personalized name request
clinc,i want to hear my name,user name,35,0.20895743,0.64646333,personalized name request
clinc,my name,user name,35,0.20242786,0.63628274,personalized name request
clinc,what's my name,user name,35,0.20191681,0.6354793,personalized name request
clinc,what's my name on file,user name,35,0.22483945,0.6705811,identity inquiry
clinc,what name do you have for me,user name,35,0.20955372,0.6473852,personalized name request
clinc,what did i tell you to call me,user name,130,0.21253777,0.6519783,personalized name request
clinc,please tell me the name that you have for me,user name,35,0.19760287,0.6286541,personalized name request
clinc,i need to know the name that you have for me,user name,35,0.2033264,0.63769335,personalized name request
clinc,can you tell me what name you have for me,user name,35,0.20942384,0.6471843,personalized name request
clinc,tell me what name you have for me,user name,35,0.20509458,0.64046025,personalized name request
clinc,i would like to know the name you have for me,user name,35,0.20237738,0.63620347,personalized name request
clinc,what is the name you have for me,user name,35,0.2057575,0.6414946,personalized name request
clinc,could you tell me my name,user name,35,0.19281268,0.62098753,personalized name request
clinc,do you have a name for me,user name,35,0.1983645,0.6298644,personalized name request
clinc,can you tell me my name for me,user name,35,0.20530581,0.64079,identity inquiry
clinc,what's the name you use for me,user name,35,0.19783747,0.629027,personalized name request
clinc,you call me what,user name,130,0.20644712,0.6425687,personalized name request
clinc,what do you know me by,user name,35,0.21136409,0.65017563,personalized name request
clinc,you know me by what right now,user name,35,0.22735667,0.6743242,identity inquiry
clinc,what's the way you refer to me,user name,130,0.19448435,0.62367374,assistant's hierarchy
clinc,what's the timezone for britain,timezone,0,0.23532563,0.6860405,timezone inquiry
clinc,i need the time zone for la,timezone,25,0.23801047,0.6899429,timezone inquiry
clinc,i would like to know the timezone for britain,timezone,0,0.2353006,0.68600374,timezone inquiry
clinc,i need la's time zone,timezone,25,0.24122024,0.6945795,timezone inquiry
clinc,i need to know britain's timezone,timezone,0,0.2369433,0.6883944,timezone inquiry
clinc,what timezone is britain in,timezone,0,0.244658,0.6995114,timezone inquiry
clinc,can you tell me britain's timezone,timezone,0,0.23348904,0.68335795,timezone inquiry
clinc,what is the la's time zone,timezone,25,0.24599254,0.7014165,timezone inquiry
clinc,can you tell me the time zone for la,timezone,25,0.23755956,0.6892887,timezone inquiry
clinc,what is texas's timezone,timezone,0,0.27665246,0.74384475,timezone inquiry
clinc,tell me the timezone for california,timezone,25,0.24516922,0.7002417,timezone inquiry
clinc,what timezone would missouri be in,timezone,0,0.24902606,0.70572835,timezone inquiry
clinc,what timezone do they use in arizona,timezone,0,0.23455852,0.6849213,timezone inquiry
clinc,is new york in mountain timezone,timezone,25,0.24853778,0.705036,timezone inquiry
clinc,what is the timezone for la,timezone,25,0.23881143,0.69110256,timezone inquiry
clinc,what is the timezone for new york,timezone,0,0.2475102,0.7035771,timezone inquiry
clinc,what is the timezone for san francisco,timezone,25,0.23555285,0.68637145,timezone inquiry
clinc,what is the timezone for paris,timezone,0,0.23896575,0.69132596,timezone inquiry
clinc,what is the timezone for houston,timezone,0,0.26757658,0.7315417,timezone inquiry
clinc,denver's timezone is what,timezone,25,0.24485075,0.6997867,timezone inquiry
clinc,does denver reside in the eastern timezones,timezone,25,0.251783,0.7096239,timezone inquiry
clinc,which timezone is denver located,timezone,25,0.25522232,0.71445423,timezone inquiry
clinc,"denver's timezone is a mystery, i wonder where its located",timezone,25,0.2495451,0.7064633,timezone inquiry
clinc,in which time zone does denver reside,timezone,25,0.24984747,0.70689106,timezone inquiry
clinc,what's the timezone in valencia,timezone,25,0.21681428,0.6585048,timezone inquiry
clinc,what's the timezone now in hiram,timezone,25,0.2422216,0.6960196,timezone inquiry
clinc,timezone in salt lake city,timezone,25,0.2590927,0.71985096,timezone inquiry
clinc,timezone currently in mobile,timezone,25,0.22320735,0.6681429,timezone inquiry
clinc,what time is it in phoenix,timezone,25,0.21975547,0.6629563,timezone inquiry
clinc,can you give me the timezone for the country,timezone,0,0.21746302,0.65948945,timezone inquiry
clinc,"i don't like this song, can skip it",next song,93,0.22508138,0.6709418,next song playing
clinc,can we move onto the next song,next song,93,0.22331697,0.668307,next song playing
clinc,"skip this song, please",next song,93,0.21892089,0.6616962,next song playing
clinc,can you swipe to the next song,next song,93,0.23992676,0.6927148,next song playing
clinc,"next song, please!",next song,93,0.22596729,0.67226094,next song playing
clinc,start the next song,next song,93,0.22202182,0.6663661,next song playing
clinc,go to the next song and play it,next song,93,0.23260784,0.6820672,next song playing
clinc,move forward one song,next song,93,0.22273326,0.66743296,next song playing
clinc,play the next one,next song,93,0.22467679,0.6703386,next song playing
clinc,skip to next track,next song,93,0.21941894,0.66244847,next song playing
clinc,skip ahead one song,next song,93,0.23096728,0.6796579,next song playing
clinc,go to upcoming song,next song,93,0.21199864,0.65115094,next song playing
clinc,play the next song please,next song,93,0.21749836,0.65954286,next song playing
clinc,i dont want to listen to this song,next song,14,0.23931086,0.69182503,no
clinc,could you hit next,next song,93,0.20953965,0.64736336,order process
clinc,can you go to the next song,next song,93,0.22130382,0.6652876,next song playing
clinc,let's go to the next song please,next song,93,0.20523542,0.64068013,next song playing
clinc,maybe we can go to the next song,next song,93,0.21518153,0.6560208,next song playing
clinc,may i suggest we go to the next song,next song,93,0.21050423,0.64885163,next song playing
clinc,please can we go to the next song,next song,93,0.2098195,0.64779556,next song playing
clinc,might we go to the next song,next song,93,0.21653408,0.65807915,next song playing
