comment,topic,pred_topic
bioportfolio news fda approves drug reduce preterm delivery risk pharmaceutical busi bioportfolio news,58,FDA Drug Approvals
climate change update bizarre weather destroyed crop legendary fund manager jeremy grantham weig,29,Global Warming and Extreme Weather
bully sense anxiety relaxation technique,90,Cultural Awareness Initiatives
alert best buy announces buy program electronics news alert,85,Electronic Trade Trends
thing social medium revolution activist twitter,45,Egyptian Government Internet Restrictions
king speech dominates oscar nomination,88,Academy Award Nominees
full list oscar nominee,88,Academy Award Nominees
favorite superbowl commercial doritos snicker darth vader volkswagen commercial pretty funny,99,Super Bowl Commercial Reviews
changing facebook place privacy setting opportunity business location based mobile marketin,95,Facebook Privacy Concerns
egyptian army start rounding journalist egyptian military rounded journalist thursday,66,Egyptian Government Internet Restrictions
cuomo expose dirty budget trick cut announced today,19,Governor Cuomo’s Budget Cuts
black swan trippy natalie portman good performance,101,Black Swan Reception
watch christina agulilera botch national anthem super bowl michael mccarthy usa today heard,75,Christina Aguilera's National Anthem Error
cal grant financial aid application california student launched student maximize aid option app,97,Educational Scholarships
future iran nuclear talk ahmadinejad afp afp iran president mahmoud ahmadinejad,73,Stuxnet Virus Concerns
oscar nomination box office help king speech soar tuesday dilemma box,88,Academy Award Nominees
chrysler commercial eminem best bad car terrible superbowl,99,Super Bowl Commercial Reviews
carp secret homemade fish bait recipe catch bigger carp pole bending time tested fish bait,60,Fishing Regulation and Conservation
news video white stripe call quits read breakup rip bummer,17,White Stripes Band Breakup
couldn place tsa unveils modest body scanner abc news,25,Jesse Ventura TSA Lawsuit
today president alisaleh yemen vowed election support peaceful transition power feb,79,Yemen Political Protests
eminem super bowl commercial damn chrysler commercial imported detroit,99,Super Bowl Commercial Reviews
egypt turn internet long broadcast violence strongarms journalist leave,66,Egyptian Government Internet Restrictions
olbermann land current grow york adage outspoken tv host keith olbermann fresh,30,Keith Olbermann Joining Current TV
acai berry scam free trial weight loss genius scam associated acai berry supposed,55,Weight Loss with Acai Berry
lmao check funny commercial doritos pepsi max,99,Super Bowl Commercial Reviews
identity theft cost infographic,108,Identity Theft Awareness
yemen day rage draw ten thousand,79,Yemen Political Protests
legal news study red light camera save life nwindiana,64,Extreme Makeover for Texting Awareness
king speech top directing prize,88,Oscars Best Picture Race
tunisia egypt yemen,79,Yemen Political Protests
recognizes reduced state spending key solving ny fiscal crisis,19,Governor Cuomo’s Budget Cuts
usa national anthem hard song sing,75,Christina Aguilera's National Anthem Error
chevy volt super bowl commercial discovery sb sbxlv,99,Super Bowl Commercial Reviews
white stripe officially broke thought record devastated,17,White Stripes Band Breakup
catalan tv team foreign journalist detained military police cairo,66,Museum Security Efforts
pirate battle free norwegian ship,107,Piracy and Navy Rescues
briton killed moscow blast uk foreign office report british citizen,36,Moscow Airport Suicide Bombing
glenn beck fran piven michael tomasky comment free americafirst,40,Social Media in Politics
facebook privacy setting user facebook privacy setting extremely detailed,95,Facebook Privacy Concerns
discus fish aquarium,60,Fishing Regulation and Conservation
superbowl pepsi commercial best,99,Super Bowl Commercial Reviews
king speech lead oscar race nomination nominee annual academy award,88,Academy Award Nominees
navy destroys pirate mother ship arrest pirate indian navy coast guard joint operatio,107,Piracy and Navy Rescues
latest dallas super bowl fiasco seat north texas rough week super bowl host,24,Super Bowl Commercial Reviews
charlie sheen abuse,68,Social Media in Politics
industry boo oscar nod gasland,109,Academy Award Nominees
american fishing wire duo lock snap size lb sizescorrosion resistant black finish,60,Fishing Regulation and Conservation
footballer destroying kid brain game,84,Sports-Related Concussions
journalist attacked detained egypt rtdna condemns assault,66,Egyptian Government Internet Restrictions
florida immigration law focused employer hasn enforced politics ap miamiherald,82,Immigration Policies and Debates
president yemen ali abdullah saleh will seek extend presidential term pas power son jan yemen feb,79,Yemen Political Protests
lfc king speech nominated oscar bad considering game,88,Academy Award Nominees
ih industry news chipotle scrutiny ice,80,Chipotle ICE Inspections
justin bieber extreme makeover fan kid teen warning text drive inspired touched,104,Extreme Makeover for Texting Awareness
robert redford open anniversary sundance film festival protest planned,96,Sundance Film Festival Celebrity Sightings
judge entire hc law piper,22,Federal Health Care Reform Challenges
saltwater fish tank harmful human help,60,Fishing Regulation and Conservation
packer win super bowl christina aguilera national anthem wrong news sky xy,75,Christina Aguilera's National Anthem Error
pak thousand yemeni demand govt change thousand yemeni street capital sanaa inspir,79,Yemen Political Protests
facebook privacy setting nicholas jackson facebook privacy option,95,Facebook Privacy Concerns
don text drive example cell phone driving backseat,104,Extreme Makeover for Texting Awareness
novak djokovic champion australian open,71,Invalid
checkout fishing fishinggear deal save,60,Fishing Regulation and Conservation
uk news neighbour remanded jo yeates murder,86,Joanna Yeates Murder Accusation
tracyjones college student file fafsa fafsa government eligibility,97,Educational Scholarships
hahaha doritoes commercial best superbowl,99,Super Bowl Commercial Reviews
neighbour remanded jo yeates murder,86,Joanna Yeates Murder Accusation
watching keeping kardashins lol,72,NCIS Show Fandom
hashtags tv ad superbowl audi launch commercial twitter hashtag,99,Super Bowl Commercial Reviews
gas industry doesn gasland oscar nod figure fracking marcellus,109,Global Warming and Extreme Weather
illinois supreme court rahm emanuel ballot illinois supreme court issued ruling allowing rahm,21,Rahm Emanuel Mayoral Eligibility Case
dont text drive,104,Extreme Makeover for Texting Awareness
eric sharp hot spot ice fishing eric sharp detroit free press eric sharp wisp smelt vi,60,Ice Fishing Events
pensacola salt water fishing guide undoubtedly best tourist destination map unite,60,Fishing Regulation and Conservation
australian open men final andy murray novak djokovic,71,Invalid
mann texting driving,104,Extreme Makeover for Texting Awareness
dutch freeze contact iran hanging iranelection well late,42,Iran Hanging of Dutch Woman
viibryd approved treat depression adult psych central news,58,FDA Drug Approvals
lady army health initiative model fitness nutrition mimi hall usa today time,65,Energy Conservation Tips
pepsi max ad pepsi refresh message superbowl commercial,99,Super Bowl Commercial Reviews
crispy chicken drumstick ranch dressing recipe,87,Recipes and Healthy Eating
don fda approved ingredient list taco bell beef,20,Taco Bell Meat Lawsuit
joined totally loving khloe kardashian,72,Fashion Week Trends
carpetbagger will oscar friend nomination academy award will academy award oscar,88,Academy Award Nominees
thefighter best ensemble film king speech will win best picture oscar,88,Oscars Best Picture Race
today talker aguilera botch star spangled banner clip survey colt,75,Christina Aguilera's National Anthem Error
whatproblem charlie sheen enter rehab cbs halt production hit series,68,Invalid
list journalist attacked egypt,66,Egyptian Government Internet Restrictions
hooper boost oscar chance dga win king speech tom hooper won director movie,88,Academy Award Nominees
commercial winning audi time luxury prison pepsi max dieting wife husband superbowl,99,Super Bowl Commercial Reviews
king speech star santa barbara international film festival santa barbar artimpactnetpr,88,Oscars Best Picture Race
kia optimum commercial dumbest,99,Super Bowl Commercial Reviews
christina aguilera fluff american national anthem super bowl xlv,75,Christina Aguilera's National Anthem Error
christina aguilera forgets national anthem super bowl,75,Christina Aguilera's National Anthem Error
day ago driving started text thought,104,Extreme Makeover for Texting Awareness
gabrielle giffords good condition transfer rehab,37,Gabrielle Giffords Recovery
best fishing spot lm clickrealstyle,60,Ice Fishing Events
buy acai berry cicerone superiority lfittips,55,Weight Loss with Acai Berry
house kill arizona style immigration bill rep rick rand house pas ari,82,Immigration Policies and Debates
read goldman sachs manipulated red light photo industry geico ticket higher insurance rate,64,Debt Consolidation Programs
