comment,topic,pred_topic
saltwater fish tank harmful human help,60,Live Fish Aquarium
packer win super bowl christina aguilera national anthem wrong news sky xy,75,Super Bowl Commercial Highlights
pak thousand yemeni demand govt change thousand yemeni street capital sanaa inspir,79,Yemen Day of Rage
facebook privacy setting nicholas jackson facebook privacy option,95,Facebook Privacy Settings
don text drive example cell phone driving backseat,104,Texting While Driving Pledge
novak djokovic champion australian open,71,Australian Open Tennis Finals
checkout fishing fishinggear deal save,60,Fishing Enthusiast Reports
uk news neighbour remanded jo yeates murder,86,Jo Yeates Murder Case
tracyjones college student file fafsa fafsa government eligibility,97,College Scholarships
hahaha doritoes commercial best superbowl,99,Super Bowl Commercial Highlights
neighbour remanded jo yeates murder,86,Jo Yeates Murder Case
watching keeping kardashins lol,72,Kardashian Family Popularity
hashtags tv ad superbowl audi launch commercial twitter hashtag,99,Super Bowl Commercial Highlights
gas industry doesn gasland oscar nod figure fracking marcellus,109,Gasland Documentary Critique
illinois supreme court rahm emanuel ballot illinois supreme court issued ruling allowing rahm,21,Rahm Emanuel Ballot Controversy
dont text drive,104,Texting While Driving Pledge
eric sharp hot spot ice fishing eric sharp detroit free press eric sharp wisp smelt vi,60,Fishing Enthusiast Reports
pensacola salt water fishing guide undoubtedly best tourist destination map unite,60,Fishing Kayak Guides
australian open men final andy murray novak djokovic,71,Australian Open Tennis Finals
mann texting driving,104,Texting While Driving Pledge
dutch freeze contact iran hanging iranelection well late,42,Iran-Dutch Diplomacy Freeze
viibryd approved treat depression adult psych central news,58,FDA Approves Preterm Birth Drug
lady army health initiative model fitness nutrition mimi hall usa today time,65,Michelle Obama's Health Initiatives
pepsi max ad pepsi refresh message superbowl commercial,99,Super Bowl Commercial Highlights
crispy chicken drumstick ranch dressing recipe,87,Chicken Recipes
don fda approved ingredient list taco bell beef,20,Taco Bell Beef Lawsuit
joined totally loving khloe kardashian,72,Kardashian Family Popularity
carpetbagger will oscar friend nomination academy award will academy award oscar,88,Oscar Nominations - King Speech
thefighter best ensemble film king speech will win best picture oscar,88,Oscar Nominations - King Speech
today talker aguilera botch star spangled banner clip survey colt,75,Christina Aguilera's Anthem Fail
whatproblem charlie sheen enter rehab cbs halt production hit series,68,Charlie Sheen Rehab
list journalist attacked egypt,66,Journalist Attacks in Egypt
hooper boost oscar chance dga win king speech tom hooper won director movie,88,Oscar Nominations - King Speech
commercial winning audi time luxury prison pepsi max dieting wife husband superbowl,99,Super Bowl Commercial Highlights
king speech star santa barbara international film festival santa barbar artimpactnetpr,88,Oscar Nominations - King Speech
kia optimum commercial dumbest,99,Super Bowl Commercial Highlights
christina aguilera fluff american national anthem super bowl xlv,75,Christina Aguilera's Anthem Fail
christina aguilera forgets national anthem super bowl,75,Christina Aguilera's Anthem Fail
day ago driving started text thought,104,Texting While Driving Pledge
gabrielle giffords good condition transfer rehab,37,Gabrielle Giffords' Recovery
best fishing spot lm clickrealstyle,60,Fishing Enthusiast Reports
buy acai berry cicerone superiority lfittips,55,Acai Berry Diet
house kill arizona style immigration bill rep rick rand house pas ari,82,Immigration Crackdowns
read goldman sachs manipulated red light photo industry geico ticket higher insurance rate,64,Red Light Camera Safety Debate
twitter explodes christina aguilera mess national anthem super bowl,75,Christina Aguilera's Anthem Fail
newsshare yemen president won extend term pas son reuters,79,Yemen Day of Rage
china half import tax consumer electronics president hu news china will halve,61,Chinese President Hu's Visit
trout fishing duo slated lmfa longview news journal local event trou,60,Fishing Enthusiast Reports
rp cooking update chicken vegetable stir fry recipe readyseteat food recipe cook,87,Chicken Recipes
sign pledge abc makeachange,104,Texting While Driving Pledge
weight loss acai berry diet improvement acai berry diet individual large amount accept,55,Acai Berry Diet
trial pirate suspected hijacking south korean freighter samho jewelry arabian sea,107,Somali Pirate Hijackings
beth yarrow memorial award medical science university south wale australia beasi,97,College Scholarships
obama care,22,Healthcare Reform Court Rulings
journalist harassed attacked detained cairo nigh cnn ben wedema,66,Journalist Attacks in Egypt
professor ken albala wrote op taco bell meat,20,Taco Bell Beef Lawsuit
anti government protest start yemen,79,Yemen Day of Rage
alarabiya crew attacked pro mubarak protester cairo egypt,66,Journalist Attacks in Egypt
taco bell lawsuit claim chain beef meat,20,Taco Bell Beef Lawsuit
oscar nominee,88,Oscar Nominations - King Speech
michelle obama atlanta move campaign,65,Michelle Obama's Health Initiatives
big news chicago rahm emanuel eligible chicago mayor court,21,Rahm Emanuel Ballot Controversy
topix super bowl football gree jpg christina aguilera flubbed belted,75,Christina Aguilera's Anthem Fail
pew republican democrat social medium,45,Obama's Social Media Strategy
supreme court issue landmark decision constitution void,89,Healthcare Reform Court Rulings
bomber kill russia biggest airport,36,Moscow Airport Explosion
acai berry weight loss diet plan healthy weight reduction,55,Acai Berry Diet
man tased mpd fight fishing tourney jan year cable wisconsin man,60,Fishing Enthusiast Reports
today jan judge declares obamacare total thought,22,Healthcare Reform Court Rulings
gamble care egyptian museum artifact freedom people egypt,10,Egyptian Museum Protection
assistance offered student aid form,97,College Scholarships
super bowl commercial,99,Super Bowl Commercial Highlights
study red light camera save life,64,Red Light Camera Safety Debate
perfect super bowl party food bbq chicken pouch post,87,Super Bowl Commercial Highlights
fave st half commercial doritos grandpa superbowl,99,Super Bowl Commercial Highlights
king speech boardwalk empire nab sag award king speech continued reign hbo prohibiti,88,Oscar Nominations - King Speech
doritos super bowl commercial offensive video dorito,99,Super Bowl Commercial Highlights
supreme court pass poultry case,89,Supreme Court Workplace Retaliation Ruling
dreamed men ship game ausopen murray djokovic great showdown,71,Australian Open Tennis Finals
best worst super bowl commercial,99,Super Bowl Commercial Highlights
remembering alex brown,104,Texting While Driving Pledge
textin driving remember alex brown teamfresh,104,Texting While Driving Pledge
ten thousand march yemen president ap news,79,Yemen Day of Rage
djokovic british hope fading usual sorus murray,71,Australian Open Tennis Finals
australian disaster linked global warming,29,Australia Flood Crisis
egyptian uprising play social medium site despite government internet restriction egypt,45,Egyptian Internet Shutdowns
kardashian love mami,72,Kardashian Family Popularity
lady obama call move fitness nutrition campaign national,65,Michelle Obama's Health Initiatives
illinois court emanuel stay chicago ballot chicago reuters white house chief st news,21,Rahm Emanuel Ballot Controversy
fly fishing,60,Fishing Enthusiast Reports
stein report gt south dakota bill target illegal immigration,82,Immigration Crackdowns
tennis star hoping third time lucky scottish tennis star andy murray set break duck grand,71,Australian Open Tennis Finals
steve job health private matter joe wilcox betanewssadly reaffirm position stated du,106,Steve Jobs Succession News
doritos commercial clear doritos work superbowl,99,Super Bowl Commercial Highlights
faster forward news corp launch tablet daily app ipad designed scratch dail,54,Murdoch's iPad Newspaper Launch
foxchicago blizzard trap driver lsd hour,57,Chicago Blizzard
white stripe broke feel inevitable duo remarried gonna work commonsense,17,White Stripes Breakup
thousand rally government yemen,79,Yemen Day of Rage
anton yelchin choked felicity jones mtv sundance celebrity photo booth,96,Sundance Film Festival Highlights
physically congratulate pepsi woman physically harmed making commercial brandbowl superbowl,99,Super Bowl Commercial Highlights
justin influence text drive,104,Texting While Driving Pledge
vital sign helmet guard aaron rodgers,84,NFL Quarterback Concussions
great info college financial aid time apply,97,College Scholarships
carney picked obama press secretary mike allen politico,44,Obama's Social Media Strategy
npr news ill high court emanuel chicago mayor,21,Rahm Emanuel Ballot Controversy
suicide bombing moscow airport kill,36,Moscow Airport Explosion
kayak fishing extreme sport wavewalk fishing kayak angler kayak fishing extreme sport,60,Fishing Kayak Guides
king speech lead oscar nomination nomination,88,Oscar Nominations - King Speech
judge strike healthcare reform law unjust law unjust men gandhi,22,Healthcare Reform Court Rulings
extremely good analysis difficult will murdoch money daily blog,54,Murdoch's iPad Newspaper Launch
birthers hawaii bill charge president obama birth record effort silence birthers,41,Obama's Social Media Strategy
doritos funnyass commercial superbowl pug ftw,99,Super Bowl Commercial Highlights
budlight commercial superbowl fingerscrossed,99,Super Bowl Commercial Highlights
amazes taco bell lawsuit usda call beef taco percent beef meat realfood,20,Taco Bell Beef Lawsuit
fishnewseu issf urge limit tuna fishing capacity international seafood sustainabili eu tweet daily,60,Fishing Enthusiast Reports
