task,comment,topic,pred_topic
clinc,i need you to clear my todo list,todo list update,remove tasks from to-do list
clinc,give me my reminders,reminder,reminders list info
clinc,what were the things that i wanted to remember,reminder,reminders list info
clinc,what were you supposed to remind me of,reminder,reminders list info
clinc,my list of reminders contains what,reminder,reminders list info
clinc,what did i want to remember,reminder,reminders list info
clinc,what did i ask you to remind me of,reminder,reminders list info
clinc,read my reminder list,reminder,reminders list info
clinc,is my meeting with frank on my list of reminders,reminder,reminders list info
clinc,list my reminders,reminder,reminders list info
clinc,what stuff am i trying to remember,reminder,reminders list info
clinc,what are my reminders,reminder,reminders list info
clinc,did i tell you to remind me about laundry,reminder,reminders list info
clinc,"on my reminders list, is there an item called conference call",reminder,reminders list info
clinc,what items did i want to remember,reminder,reminders list info
clinc,what's on my list of things to remember,reminder,reminders list info
clinc,what kinds of things are you supposed to remind me of,reminder,reminders list info
clinc,is grocery shopping on my reminders list,reminder,reminders list info
clinc,i want to know my reminders,reminder,reminders list info
clinc,read my list of reminders,reminder,reminders list info
clinc,can you tell me the to do's on my reminder list,reminder,reminders list info
clinc,please go though the bullet points on my reminder list,reminder,reminders list info
clinc,what are all the things on my reminder list,reminder,reminders list info
clinc,"i would like to hear the reminders that i listed on my things to remember list, please",reminder,reminders list info
clinc,what were the things i want to recall,reminder,reminders list info
clinc,can you please remind me of the items that i made note of to not forget,reminder,reminders list info
clinc,refresh my memory about what items i want to remember,reminder,reminders list info
clinc,remind me of the items on my list of things to remember,reminder,reminders list info
clinc,"i'd like to just confirm all of the reminders currently on my list of reminders, please",reminder,reminders list info
clinc,please play my list of reminders,reminder,reminders list info
clinc,"""which things are wanted to remember",reminder,reminders list info
clinc,can i speed up your voice,change speed,voice speed
clinc,can i change your talking voice,change speed,voice settings
clinc,talk fast,change speed,voice speed
clinc,change voice speed,change speed,voice speed
clinc,change device talking speed,change speed,voice speed
clinc,speak it again slowly,change speed,repeat instructions
clinc,try to speak slowly,change speed,voice speed
clinc,will you please slow down your voice,change speed,voice speed
clinc,slow down your voice,change speed,voice speed
clinc,can you speak faster,change speed,voice speed
clinc,how do i change the speed of your voice,change speed,voice speed
clinc,can you talk faster,change speed,voice speed
clinc,how do i make you talk faster,change speed,voice speed
clinc,why are you talking so slowly,change speed,voice speed
clinc,speed up your talking,change speed,voice speed
clinc,talk faster,change speed,voice speed
clinc,you talk to slow,change speed,voice speed
clinc,can you adjust the speed of your voice,change speed,voice speed
clinc,can you talk more slowly,change speed,voice speed
clinc,go faster,change speed,restaurant reservations
clinc,can you not talk so fast,change speed,voice speed
clinc,speak more quickly,change speed,voice speed
clinc,you're talking too fast,change speed,voice speed
clinc,you talk too slow,change speed,voice speed
clinc,please speak a bit faster,change speed,voice speed
clinc,double the speaking speed please,change speed,voice speed
clinc,speed up speech please,change speed,voice speed
clinc,change speaking speed to 50 percent faster,change speed,voice speed
clinc,your speech slower it,change speed,voice speed
clinc,make slower your speech,change speed,voice speed
clinc,give me the pressure for the tires on my car,tire pressure,tire air levels
clinc,can you tell me the tire pressure for the car,tire pressure,tire air levels
clinc,give me the tire pressure for the car,tire pressure,tire air levels
clinc,go ahead and give me the tire pressure of my vehicle,tire pressure,tire air levels
clinc,what exactly is the tire pressure for the car,tire pressure,tire air levels
clinc,i must kniw how low are my tires on air,tire pressure,tire air levels
clinc,please tell me my car's tire pressure,tire pressure,tire air levels
clinc,i need to know how low are my tires on air,tire pressure,tire air levels
clinc,i shall know how low are my tires on air,tire pressure,tire air levels
